confidence,congestion_level,congestion_ratio,current_speed,current_travel_time,data_source,free_flow_speed,free_flow_travel_time,latitude,longitude,road_closure,timestamp,ingestion_timestamp,data_layer,event_timestamp,hour,day_of_week,day_of_month,month,year,is_weekend,processed_timestamp,temperature,humidity,weather_condition,wind_speed,aqi,pm2_5,pm10,co,no2,weather_severity_index,speed_ratio,delay_time_seconds,gold_processed_timestamp,city_name
1.0,Low,1.0,27.0,11,TomTom_API,27.0,11,40.7128,-74.006,False,2026-07-24T04:26:44.008508+00:00,2026-07-24 18:03:04.232633,Gold,2026-07-24 04:26:44.008508,9,6,24,7,2026,0,2026-07-24 18:03:25.303786,21.65,62,Clear,1.79,2,6.79,8.39,134.07,5.69,0,1.0,0,2026-07-24 18:03:38.850026,New York
1.0,Medium,0.769,20.0,15,TomTom_API,26.0,12,40.7128,-74.006,False,2026-07-24T04:28:27.844714+00:00,2026-07-24 18:03:04.232633,Gold,2026-07-24 04:28:27.844714,9,6,24,7,2026,0,2026-07-24 18:03:25.303786,21.65,62,Clear,1.79,2,6.79,8.39,134.07,5.69,0,0.7692,3,2026-07-24 18:03:38.850026,New York
1.0,Medium,0.769,20.0,15,TomTom_API,26.0,12,40.7128,-74.006,False,2026-07-24T04:29:00.582895+00:00,2026-07-24 18:03:04.232633,Gold,2026-07-24 04:29:00.582895,9,6,24,7,2026,0,2026-07-24 18:03:25.303786,21.65,62,Clear,1.79,2,6.79,8.39,134.07,5.69,0,0.7692,3,2026-07-24 18:03:38.850026,New York
1.0,Medium,0.769,20.0,15,TomTom_API,26.0,12,40.7128,-74.006,False,2026-07-24T04:29:28.043424+00:00,2026-07-24 18:03:04.232633,Gold,2026-07-24 04:29:28.043424,9,6,24,7,2026,0,2026-07-24 18:03:25.303786,21.65,62,Clear,1.79,2,6.79,8.39,134.07,5.69,0,0.7692,3,2026-07-24 18:03:38.850026,New York
1.0,Low,1.0,27.0,11,TomTom_API,27.0,11,40.7128,-74.006,False,2026-07-24T04:29:53.245135+00:00,2026-07-24 18:03:04.232633,Gold,2026-07-24 04:29:53.245135,9,6,24,7,2026,0,2026-07-24 18:03:25.303786,21.65,62,Clear,1.79,2,6.79,8.39,134.07,5.69,0,1.0,0,2026-07-24 18:03:38.850026,New York
1.0,Low,1.0,27.0,11,TomTom_API,27.0,11,40.7128,-74.006,False,2026-07-24T04:30:28.305751+00:00,2026-07-24 18:03:04.232633,Gold,2026-07-24 04:30:28.305751,10,6,24,7,2026,0,2026-07-24 18:03:25.303786,21.41,64,Clear,1.34,2,6.79,8.39,134.07,5.69,0,1.0,0,2026-07-24 18:03:38.850026,New York
1.0,Low,1.0,27.0,11,TomTom_API,27.0,11,40.7128,-74.006,False,2026-07-24T04:31:40.794714+00:00,2026-07-24 18:03:04.232633,Gold,2026-07-24 04:31:40.794714,10,6,24,7,2026,0,2026-07-24 18:03:25.303786,21.41,64,Clear,1.34,2,6.79,8.39,134.07,5.69,0,1.0,0,2026-07-24 18:03:38.850026,New York
1.0,Low,1.0,27.0,11,TomTom_API,27.0,11,40.7128,-74.006,False,2026-07-24T04:32:01.557133+00:00,2026-07-24 18:03:04.232633,Gold,2026-07-24 04:32:01.557133,10,6,24,7,2026,0,2026-07-24 18:03:25.303786,21.41,64,Clear,1.34,2,6.79,8.39,134.07,5.69,0,1.0,0,2026-07-24 18:03:38.850026,New York
1.0,Low,1.0,27.0,11,TomTom_API,27.0,11,40.7128,-74.006,False,2026-07-24T04:32:55.303710+00:00,2026-07-24 18:03:04.232633,Gold,2026-07-24 04:32:55.303710,10,6,24,7,2026,0,2026-07-24 18:03:25.303786,21.41,64,Clear,1.34,2,6.79,8.39,134.07,5.69,0,1.0,0,2026-07-24 18:03:38.850026,New York
1.0,Low,1.0,27.0,11,TomTom_API,27.0,11,40.7128,-74.006,False,2026-07-24T04:36:39.078336+00:00,2026-07-24 18:03:04.232633,Gold,2026-07-24 04:36:39.078336,10,6,24,7,2026,0,2026-07-24 18:03:25.303786,21.41,64,Clear,1.34,2,6.79,8.39,134.07,5.69,0,1.0,0,2026-07-24 18:03:38.850026,New York
1.0,Low,1.0,27.0,11,TomTom_API,27.0,11,40.7128,-74.006,False,2026-07-24T18:01:03.630934+00:00,2026-07-24 18:03:04.232633,Gold,2026-07-24 18:01:03.630934,23,6,24,7,2026,0,2026-07-24 18:03:25.303786,27.76,42,Clear,2.24,3,2.63,3.24,103.02,0.82,0,1.0,0,2026-07-24 18:03:38.850026,New York
1.0,Low,1.0,27.0,11,TomTom_API,27.0,11,40.7128,-74.006,False,2026-07-24T18:02:38.330453+00:00,2026-07-24 18:03:04.232633,Gold,2026-07-24 18:02:38.330453,23,6,24,7,2026,0,2026-07-24 18:03:25.303786,27.76,42,Clear,2.24,3,2.63,3.24,103.02,0.82,0,1.0,0,2026-07-24 18:03:38.850026,New York
